Fund Holdings as of,"30 mar. 2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"SWKS","SKYWORKS SOLUTIONS INC","Tecnologia de informação","Equity","18 349 852,50","0,01","18 349 852,50","349 521,00","52,50","Estados Unidos","NASDAQ","USD"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Cuidados de saúde","Equity","18 214 309,08","0,01","18 214 309,08","114 039,00","159,72","Estados Unidos","New York Stock Exchange Inc.","USD"
"FDS","FACTSET RESEARCH SYSTEMS INC","Produtos financeiros","Equity","17 960 717,30","0,01","17 960 717,30","87 806,00","204,55","Estados Unidos","New York Stock Exchange Inc.","USD"
"FOX","FOX CORP CLASS B","Comunicação","Equity","17 645 917,14","0,01","17 645 917,14","328 113,00","53,78","Estados Unidos","NASDAQ","USD"
"CAG","CONAGRA BRANDS INC","Bens de primeira necessidade","Equity","17 441 313,89","0,01","17 441 313,89","1 108 793,00","15,73","Estados Unidos","New York Stock Exchange Inc.","USD"
"EPAM","EPAM SYSTEMS INC","Tecnologia de informação","Equity","17 423 686,28","0,01","17 423 686,28","127 946,00","136,18","Estados Unidos","New York Stock Exchange Inc.","USD"
"BXP","BXP INC","Imobiliário","Equity","17 314 720,24","0,01","17 314 720,24","334 132,00","51,82","Estados Unidos","New York Stock Exchange Inc.","USD"
"AOS","A O SMITH CORP","Bens Industriais","Equity","16 847 881,28","0,01","16 847 881,28","264 571,00","63,68","Estados Unidos","New York Stock Exchange Inc.","USD"
"TAP","MOLSON COORS BREWING CLASS B","Bens de primeira necessidade","Equity","16 821 635,60","0,01","16 821 635,60","391 930,00","42,92","Estados Unidos","New York Stock Exchange Inc.","USD"
"HSIC","HENRY SCHEIN INC","Cuidados de saúde","Equity","16 723 762,60","0,01","16 723 762,60","230 038,00","72,70","Estados Unidos","NASDAQ","USD"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Imobiliário","Equity","16 620 563,37","0,01","16 620 563,37","359 053,00","46,29","Estados Unidos","New York Stock Exchange Inc.","USD"
"BEN","FRANKLIN RESOURCES INC","Produtos financeiros","Equity","16 559 897,84","0,01","16 559 897,84","722 824,00","22,91","Estados Unidos","New York Stock Exchange Inc.","USD"
"MGM","MGM RESORTS INTERNATIONAL","Consumo discricionário","Equity","15 843 099,22","0,01","15 843 099,22","444 781,00","35,62","Estados Unidos","New York Stock Exchange Inc.","USD"
"HRL","HORMEL FOODS CORP","Bens de primeira necessidade","Equity","15 574 250,06","0,01","15 574 250,06","676 553,00","23,02","Estados Unidos","New York Stock Exchange Inc.","USD"
"POOL","POOL CORP","Consumo discricionário","Equity","15 254 081,16","0,01","15 254 081,16","76 084,00","200,49","Estados Unidos","NASDAQ","USD"
"ERIE","ERIE INDEMNITY CLASS A","Produtos financeiros","Equity","14 415 658,70","0,01","14 415 658,70","58 130,00","247,99","Estados Unidos","NASDAQ","USD"
"DVA","DAVITA INC","Cuidados de saúde","Equity","11 793 438,00","0,01","11 793 438,00","77 400,00","152,37","Estados Unidos","New York Stock Exchange Inc.","USD"
"MLIFT","CASH COLLATERAL USD MLIFT","Caixa e/ou Derivativos","Cash Collateral and Margins","10 621 000,00","0,01","10 621 000,00","10 621 000,00","100,00","Estados Unidos","-","USD"
"BFB","BROWN FORMAN CORP CLASS B","Bens de primeira necessidade","Equity","10 428 892,79","0,01","10 428 892,79","390 449,00","26,71","Estados Unidos","New York Stock Exchange Inc.","USD"
"CPB","CAMPBELL SOUP","Bens de primeira necessidade","Equity","10 203 864,64","0,01","10 203 864,64","460 048,00","22,18","Estados Unidos","NASDAQ","USD"
"GBP","GBP CASH","Caixa e/ou Derivativos","Cash","9 489 041,14","0,01","9 489 041,14","7 189 485,00","131,99","Reino Unido","-","GBP"
"NWS","NEWS CORP CLASS B","Comunicação","Equity","8 118 069,60","0,01","8 118 069,60","286 655,00","28,32","Estados Unidos","NASDAQ","USD"
"PSKY","PARAMOUNT SKYDANCE CORP CLASS B","Comunicação","Equity","6 435 235,88","0,01","6 435 235,88","721 439,00","8,92","Estados Unidos","NASDAQ","USD"
"MXN","MXN CASH","Caixa e/ou Derivativos","Cash","3 839 313,60","0,00","3 839 313,60","69 505 974,00","5,52","México","-","MXN"
"EUR","EUR CASH","Caixa e/ou Derivativos","Cash","321 606,94","0,00","321 606,94","280 500,00","114,66","União Europeia","-","EUR"
"ESM6","S&P500 EMINI JUN 26","Caixa e/ou Derivativos","Futures","0,00","0,00","137 986 200,00","432,00","6 388,25","-","Index And Options Market","USD"
 
